reference,project_name,country,date_online,decommission_date,status,technology,product,end_use,announced_size,capacity_normalized,capacity_zerocarbon,refs,latitude
Ref,Project name,Country,,Decomission date,Status,Technology,Product,EndUse_Refining,Announced Size,Capacity_MWel,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],References,Location
1267,AquaSector,DEU,,,Feasibility study,Other Electrolysis,H2,,300MW,272,60444.44444444445,Platts European Gas Daily 26-07-2021,Heligoland
1269,H2Mare,DEU,2026.0,,FID/Construction,PEM,H2,,14MW,14,2692.3076923076924,"[1046], Platts European Gas Daily 26-07-2021",Random location in the coast of Germany
1271,"Meirama plant, phase 2",ESP,,,Concept,Other Electrolysis,H2,,200MW,150,33333.333333333336,"[648], Platts European Gas Daily 29-07-2021",Meirama power station
1272,Freienbach plant,CHE,2026.0,,Feasibility study,Other Electrolysis,H2,,10MW,10,2222.222222222222,[1559],Freienbach
1273,"Trailblazer - Siemens-Air Liquide Oberhausen, Phase 1",DEU,2024.0,,Operational,PEM,H2,,20MW,20,3846.153846153846,[1560] [2725],Oberhausen
1274,"Trailblazer - Siemens-Air Liquide Oberhausen, Phase 2",DEU,2026.0,,Feasibility study,PEM,H2,,30MW,10,1923.076923076923,[1560],Oberhausen
1275,Trafford Low Carbon Energy Park - phase 1,GBR,2026.0,,FID/Construction,Other Electrolysis,H2,,10.5MW,10.5,2333.3333333333335,[1561][1562] [2345],"Carrington, UK"
1276,Hidrógeno Verde Bahía Quintero,CHL,2026.0,,Feasibility study,ALK,H2,,10MW,10,2173.913043478261,[1563],Random location in Valparaiso
1277,Wintershall Dea - VNG Turquoise H2 project,DEU,2023.0,,DEMO,Other,H2,,400kg H2/d,,187.2659176029963,[1564],
1281,Yarwun alumina refinery,AUS,2025.0,,FID/Construction,PEM,H2,,2.5MW,2.5,480.7692307692308,[1047],Yarwun alumina refinery
1282,Hydrogen Generation Unit  - H2V Las Tortolas,CHL,2021.0,,Operational,PEM,H2,,2kg H2/d,0.0048689138576779025,0.9363295880149812,[1048[]1049],Colina
1283,Sonam Nurboo Memorial Hopsital,IND,,,Feasibility study,Other Electrolysis,H2,,25MW,25,5555.555555555556,[1050],"Sonam Nurboo Memorial Hospital, Leh-Ladakh "
1285,Hokkaido green hydrogen plant,JPN,,,Concept,Other Electrolysis,H2,,550 t H2/y,3.1745420963521624,705.4537991893695,[1052],Hokkaido
1287,"MMEX - Pecos, Texas",USA,,,Feasibility study,PEM,H2,,50t H2/d production,405.74282147315853,78027.46566791511,[1054],"Pecos, Texas"
1288,Energy-Norweigian Catapult Centre,NOR,2023.0,,Operational,ALK,H2,,0.9MW,0.9,195.6521739130435,[1055] [1629],
1291,Javelina refinery,USA,,,Concept,NG w CCUS,H2,1,,,0,[1058],Javelina refinery
1292,Cromarty Green Hydrogen Facility,GBR,2026.0,,Feasibility study,PEM,H2,,15MW,15,2884.6153846153848,[1059][1547][1858],Beinn Tharsuinn wind farm
1293,North Dakota Hydrogen Hub (former Great Plains Synfuel Plant),USA,2028.0,,Feasibility study,NG w CCUS,H2,,310000t H2/y,,0,[1059],"Beulah, North Dakota"
1294,Octopus Hydrogen - MIRA Technology Park,GBR,2024.0,,Operational,ALK,H2,,0.9MW,0.9,195.6521739130435,[1660],MIRA Technology Park
1297,HYVALUE,ESP,,,Feasibility study,Biomass,H2,,1600 t H2/y,,2052.2292340054387,[1626],
1299,"H2 Valcamonica,",ITA,2026.0,,Feasibility study,Other Electrolysis,H2,,6MW,6,1333.3333333333335,[1627],Valcamonica
1300,H2 Évora - GreenGas I,PRT,2022.0,,DEMO,PEM,H2,,15t H2/y,0.10004617515776512,19.239649068800986,[1064][1587],Evora
1301,H2 Évora - GreenGas II,PRT,2023.0,,Operational,PEM,H2,,60t H2/y,0.3001385254732954,57.71894720640296,[1064] [1640],Evora
1306,OceanH2,ESP,,,DEMO,Other Electrolysis,H2,,,,0,[1065],
1307,TAQA-Emirates Steel Green H2,ARE,,,Concept,Other Electrolysis,H2,,,,0,[1066],Emirstes Steel
1308,Salamander,GBR,,,Concept,Other Electrolysis,H2,,10MW,10,2222.222222222222,[1067],Peterhead
1309,Votalia - Taqa Arabia -phase 1,EGY,2030.0,,Feasibility study,Other Electrolysis,Ammonia,,500MW,500,111111.11111111112,[1872] [2591],Ain Sokhna port
1311,Tokyo Sewage-to-H2 plant,JPN,2021.0,,Operational,Biomass,H2,,40-50 kg H2/d,,21.06741573033708,[1070],Tokyo
1312,Inner Mongolia green hydrogen,CHN,,,FID/Construction,Other Electrolysis,H2,,>465MW - 66.9 kt H2/y (production),,0,[1071][3271],Ordos
1314,Heroya Industrial Park,NOR,2022.0,,Operational,ALK,H2,,5.5 MW or 1100 Nm3 H2/hour,5.5,1195.6521739130435,[1568][1569],Heroya Industrial Park
1315,H2 Energy Europe Esbjerg green hydrogen,DNK,2028.0,,Feasibility study,PEM,H2,,1GW,1000,192307.6923076923,[1249][1510],Esbjerg
1316,HBIS DRI in Zhangxuan Technology of Hesteel Group,CHN,,,Feasibility study,Other Electrolysis,H2,,1.2Mt steel,869.5243958750193,193227.6435277821,[1073],Xuanhua 
1319,Prax Lindsey Oil Refinery Phase 1,GBR,2028.0,,Feasibility study,NG w CCUS,H2,1,0.55Mt CO2/y,,68957.04352317835,[1570],Lindsey refinery
1320,ArcelorMittal Hamburg,DEU,,,Concept,Other Electrolysis,H2,,50MW,50,11111.111111111111,Platts European Gas Daily 08-09-2021,ArcelorMittal Hamburg
1321,H2GN - Power-to-gas Coquimbo,CHL,2023.0,,Operational,Other Electrolysis,H2,,150kW,0.15,33.333333333333336,[1075] [1630],Coquimbo
1323,Shell heavy residue gasification CCUS - Pernis refinery ,NLD,2026.0,,FID/Construction,Oil w CCUS,H2,1,1000000t CO2/y - 100 kt/y,,59845.47897329096,[343] [344],Pernis refinery 
1325,Southland green hydrogen project,NZL,,,Feasibility study,Other Electrolysis,Ammonia,,600MW,600,133333.33333333334,[1081][1287],Random location in New Zealand’s South Island
1326,Gonfreville Raffinerie,FRA,2030.0,,Feasibility study,NG w CCUS,H2,1,255 tH2/d - 500 ktCO2/y by 2030,,62688.22138470759,[1082],"Total refinery in Normandy (Gonfreville, Seine-Maritime, Normandie, France)"
1328,Vlissingen - VoltH2 - phase II,NLD,2030.0,,Feasibility study,Other Electrolysis,H2,,100MW,75,16666.666666666668,[1083] [1662],Vlissingen
1329,Terneuzen - VoltH2 - phase I,NLD,2027.0,,Feasibility study,Other Electrolysis,H2,,25MW,25,5555.555555555556,[1083] [1115] [1671],Terneuzen
1331,Green Wolverine,SWE,2026.0,,Feasibility study,Other Electrolysis,Ammonia,,600MW,600,133333.33333333334,[1084],aprox location in Luleå-Boden area
1332,Fairfuel Atmosfair,DEU,2021.0,,Operational,PEM,Synfuels,,1.3MW,1.3,250.00000000000003,]1085][1086][1585],Werlte
1334,Wartsila - Vaasan,FIN,,,Feasibility study,Other Electrolysis,H2,,,,0,[1090] [2026],Vaasa
1335,Project Nour - Phase 1,MRT,2031.0,,Feasibility study,Other Electrolysis,H2,,1650 Mwel - 150 kt H2/y production,1650,366666.6666666667,[1091] [2102][2668],Random location in Mauritania
1336,Concrete Chemicals - I,DEU,2028.0,,Feasibility study,ALK,MeOH,,35 kt synthetic fuels/y - 17 kt H2/y,200.6054076240316,43609.87122261557,[1092] ,Rüdersdorf
1338,H2Perth electrolysis - I,AUS,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,250MW,250,55555.55555555556,[1093],Kwinana Strategic Industrial Area
1339,H2Perth electrolysis - II,AUS,,,Feasibility study,Other Electrolysis,Ammonia,,3GW,2750,611111.1111111111,[1093],Kwinana Strategic Industrial Area
1340,H2Perth NG with CCUS - I,AUS,2027.0,,Feasibility study,NG w CCUS,Ammonia,,40TJ of natural gas/day,,0,[1093],Kwinana Strategic Industrial Area
1342,Flotta Hydrogen Hub,GBR,,,Feasibility study,Other Electrolysis,H2,,,,0,"[1095], Platts European Gas Daily 13-10-2021 [3061]",Flotta
1344,Eastern Louisiana Clean Hydrogen Complex (LA) ,USA,2029.0,,Feasibility study,NG w CCUS,H2,1,5 Mt CO2/y - 750 millin scfd,,626882.2138470758,[1097][1098][2993],Random location close to Louisiana coast
1345,Hypster,FRA,2023.0,,DEMO,PEM,H2,,1MW,1,192.30769230769232,[1102] [2101],
1346,Hyphen Hydrogen Energy - phase I,NAM,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,0.7 Mt NH3/y - 120 kt H2/y - 1 GW,1500,333333.3333333334,[1104][1206][1525],Random location in the cost of Namibia
1347,Hyphen Hydrogen Energy - phase II,NAM,2029.0,,Feasibility study,Other Electrolysis,Ammonia,,2 Mt NH3/y - 350 kt H2/y - 3GW,1500,333333.3333333334,[1104][1206][1525],Random location in the cost of Namibia
1349,H2TAS - phase I,AUS,,,Feasibility study,Other Electrolysis,H2,,350 MW,350,77777.77777777778,[1106] [1680],"Long Reach, Tasmania"
1350,H2TAS - phase II,AUS,,,Concept,Other Electrolysis,H2,,750MW,400,88888.88888888889,[1106] [1680],"Long Reach, Tasmania"
1351,Hynovi - Vicat Montalieu-Vercieu cement plant,FRA,2032.0,,Feasibility study,Other Electrolysis,MeOH,,330 MWel - 200 kt MeOH/y production,330,73333.33333333334,[1107],"Vicat Montalieu-Vercieu cement plant (Montalieu-Vercieu, Isère, Auvergne-Rhône-Alpes, France)"
1352,Axpo Brugg,CHE,2026.0,,Feasibility study,Other Electrolysis,H2,,15 MW,15,3333.3333333333335,[1571],Brugg
1353,Getech - Shoreham port - phase I,GBR,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,20 MW,20,4444.444444444444,[1572],Shoreham port
1354,H2 Green - Shoreham port - phase II,GBR,2029.0,,Feasibility study,Other Electrolysis,Ammonia,,15 t H2/d production,63.202247191011224,14044.943820224718,[1572],Shoreham port
1355,Port of Gothenburg - Statkraft,SWE,2028.0,,Feasibility study,Other Electrolysis,H2,,6MW,6,1333.3333333333335,[1109][2986],Port of Gothenburg
1356,H2opZee,NLD,,,Concept,PEM,H2,,500MW,500,96153.84615384616,[1267],"Dutch North Sea (Ten Noordenvan de Wadden)
 "
1357,SK Ulsan Complex,KOR,2026.0,,Feasibility study,NG w CCUS,H2,1,400 kt CO2/y,,50150.57710776607,[1111],SK Ulsan Complex
1358,Edmonton Blue Hydrogen plant (ALB) (Shell Polaris),CAN,,,Concept,NG w CCUS,Ammonia,,165 kt H2/y - 1.4 Mt CO2/y,,175527.01987718124,[1112],Polaris CCS
1361,Northern Horizons wind project,GBR,2030.0,,Concept,Other Electrolysis,Various,,,,0,[1114],Scottish North Sea
1362,Terneuzen - VoltH2 - phase II,NLD,2030.0,,Concept,Other Electrolysis,H2,,80MW,55,12222.222222222223,[1115],Terneuzen
1364,Atome - Itaipu,PRY,2028.0,,Feasibility study,ALK,Ammonia,,300MW,300,65217.391304347824,[1433],"Itaipu dam, PRY side"
1365,Green Fuel Iceland - phase I,ISL,2027.0,,Feasibility study,ALK,Ammonia,,30MW,30,6521.739130434783,[1573],Husavik
1366,Green Fuel Iceland - phase II,ISL,,,Concept,ALK,Ammonia,,100MW,70,15217.391304347826,[1573],Husavik
1367,"Kenya Private Sector Alliance - FFI MoU, phase 1",KEN,,,Concept,Other Electrolysis,Ammonia,,300MW,300,66666.66666666667,[1116],Olkaria
1368,EBIC - Ammonia plant -phase 1,EGY,2022.0,,Operational,PEM,Ammonia,,15MW,15,2884.6153846153848,[1117][1123] [2216],EBIC Ammonia plant in Ain Sukhna
1369,E.ON Rhine-Ruhr green hydrogen plant,DEU,2027.0,,Feasibility study,Other Electrolysis,H2,,20MW,20,4444.444444444444,[1574],Random location in Germany
1371,"Sun Metals Zinc Refinery, phase II",AUS,,,Concept,Other Electrolysis,H2,,150MW,149,33111.11111111112,,Sun Metals Zinc Refinery in Townswille
1374,"Gigastack-Hornsea 2, phase II",GBR,,,Feasibility study,PEM,H2,,1 GW,900,173076.9230769231,[1124],Cost location close to Hornsea 2
1375,Lesedi Power Project,BWA,,,Feasibility study,Other,H2,,,,0,[1127],
1378,Port of Newcastle,AUS,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,40MW,40,8888.888888888889,[1129] [2487] [2488],Port of Newcastle
1379,Yosemite Clean Energy - Oroville,USA,2026.0,,Feasibility study,Biomass,H2,,12.2 t H2/d,,5711.610486891386,[1130][2417],Oroville
1380,KazMunayGas - Linde MoU,KAZ,,,Concept,Other,H2,,,,0,[1131],Random location in Kazakhstan
1381,"Fortescue Metals - Rio Negro, phase I",ARG,,,Feasibility study,Other Electrolysis,H2,,600MW,600,133333.33333333334,[1132],Random location in the Negro river
1382,"Fortescue Metals - Rio Negro, phase II",ARG,,,Concept,Other Electrolysis,H2,,2GW,1400,311111.1111111111,[1132],Random location in the Negro river
1383,"Fortescue Metals - Rio Negro, phase III",ARG,,,Concept,Other Electrolysis,H2,,15GW,13000,2888888.888888889,[1132],Random location in the Negro river
1384,"Tiwi Islands Green Hydrogen Project, phase I",AUS,2027.0,,Feasibility study,ALK,H2,,About a quarter of full capacity,372.5,80978.26086956522,[1133] [1709],Tiwi Islands
1385,"Tiwi Islands Green Hydrogen Project, phase II",AUS,,,Concept,ALK,H2,,"2x745 MW electrolyser, 2.8 GW PV",1117.5,242934.78260869565,[1133] [1709][2091],Tiwi Islands
1386,AEM Nexus at Steinbeis Innovation Center Braunschweig,DEU,2025.0,,DEMO,AEM,H2,,1MW,1,210,[1930],Steinbeis Innovation Center Braunschweig
1388,INEOS Köln site,DEU,2028.0,,Feasibility study,Other Electrolysis,H2,,100MW,100,22222.222222222223,[1135][1152],INEOS site in Koln
1389,"Plug Power - Fresno County, California",USA,2027.0,,Feasibility study,PEM,H2,,80MW,80,15384.615384615385,[1137][2086],Fresno County
1390,"Oracle Power - Power China International MoU, Sindh",PAK,,,Concept,Other Electrolysis,H2,,400MW - 150t H/d,400,88888.88888888889,[1138],Random location around 100km from Karachi
1391,Carlentini Energy park (Sicily),ITA,2026.0,,FID/Construction,ALK,H2,,4MW,4,869.5652173913044,[1139],Carlentini
1393,"Herne Bay, Kent",GBR,2027.0,,Concept,Other Electrolysis,H2,,8-9t H2/d production,32.558733401430025,7235.274089206673,[1141] [1673],Herne Bay
1394,Iberdrola - H2 Green Steel,PRT,2027.0,,Feasibility study,Other Electrolysis,H2,,800MW,800,177777.77777777778,[1142],Randon location Portugal
1395,H2PiyR Pamiers,FRA,2021.0,,Operational,Other Electrolysis,H2,,,,0,[1143],Pamiers
1397,H2 Magallanes - Phase 1,CHL,2031.0,,Feasibility study,Other Electrolysis,Ammonia,,3.5 Gwel,3500,777777.7777777779,[1145][2590],San Gregorio
1400,Panipat refinery,IND,2028.0,,FID/Construction,ALK,H2,1,10 kt H2/y production,118.00318095531271,25652.865425067983,[1147][1992][2670][3277],Panipat refinery
1401,AuxHYGen (Phase 2),FRA,2026.0,,Feasibility study,ALK,H2,,5MW,5,1086.9565217391305,[570],"Auxerre, Yonne, Bourgogne-Franche-Comté, France"
1402,Port of Auckland HRS,NZL,2022.0,,DEMO,Other Electrolysis,H2,,450 kg H2/d,0.9480337078651685,210.6741573033708,[1150],Port of Auckland
1403,Budweiser - Protium Wales brewery,GBR,2027.0,,Feasibility study,Other Electrolysis,H2,,20 MW,20,4444.444444444444,[1151],Busweiser brewery in Magor
1404,Mississippi Clean Hydrogen Hub,USA,2028.0,,Feasibility study,Other Electrolysis,H2,,110 kt H2/y,,0,[1155][1156][2410],
1405,Tent Mountain,CAN,,,Concept,Other Electrolysis,H2,,14 kt H2/y,80.80652608896413,17957.005797547587,[1157],Tent mountain
1406,Protium - Wilton Universal Group Teeside (Phase 2),GBR,2027.0,,Feasibility study,PEM,H2,,68.8MW,51.599999999999994,9923.076923076922,[1575],Wilton Universal Group Teeside facility
1409,Puglia green hydro-gen valley - Brindisi plant,ITA,2027.0,,Feasibility study,Other Electrolysis,H2,,60MW,60,13333.333333333334,[778][2535][2536] [2584][3124],Brindisi
1410,Linde Niagara Falls,USA,2027.0,,Feasibility study,PEM,H2,,35 MW,35,6730.769230769231,[1158] [1159],Niagara Falls
1411,Doosan Changwon City,KOR,2023.0,,Operational,NG w CCUS,H2,,5t H2/d - 48t CO2/d,,2196.595277320154,[1160][2468],Changwon
1412,Sweetman Hunter Valley,AUS,,,Feasibility study,Biomass,H2,,800 tH2/y (production),,1026.1146170027193,[1161],Hunter Valley (random)
1414,HySkies,SWE,2027.0,,Feasibility study,Other Electrolysis,Synfuels,,82kt synthetic kerosene/y production,389.2231637273884,86494.03638386409,[1162] [1437],Forsmark 
1415,SalalaH2,OMN,2028.0,,Feasibility study,Other Electrolysis,Ammonia,,400MW,400,88888.88888888889,[1164],Salalah
1418,"NTPC-Technip-L&T MeOH project, Vindhyachal",IND,2024.0,,Operational,PEM,MeOH,,5MW,5,961.5384615384615,[1167][2097][2981],Vindhyachal
1420,"Arrowsmith Hydrogen Project, phase 2",AUS,,,Feasibility study,ALK,H2,,42t H2/d - 45 MW,45,9782.608695652174,[497][1035][1169][1170][1728],Dongara
1421,"BlueScope’s Port Kembla Steelworks, Illawarra",AUS,,,Concept,Other Electrolysis,H2,,10MW,10,2222.222222222222,[1171],BlueScope Port Kembla Steelworks
1422,"Project Haber, phase 2",AUS,,,Feasibility study,Other Electrolysis,H2,,,,0,[695][1172][1173],Exact plant location taken from a video
1424,Mid West Clean Energy Project (MWCEP),AUS,2027.0,,Feasibility study,NG w CCUS,Ammonia,,1.2 Mt NH3/y or 220 kt H2/y,,0,[1175] [1760],Geraldton
1425,South West Blue Hydrogen,AUS,,,Feasibility study,NG w CCUS,H2,,,,0,[1175],Random location in Perth Basin
1426,INEOS / Petroineos Grangemouth chemicals complex,GBR,2030.0,,Feasibility study,NG w CCUS,H2,1,190 kt H2/y - 1000000 t CO2/y,,125376.44276941518,[1176][1214],Grangemouth refinery
1427,Air Liquide Botlek Rotterdam refinery (Porthos CCS),NLD,2026.0,,FID/Construction,NG w CCUS,H2,1,130 000 Nm3 H2/h - 0.5Mt CO2/y,,62688.22138470759,[2163] [2169],Exact plant location
1428,Air Products Botlek Rotterdam refinery (Porthos CCS),NLD,2026.0,,FID/Construction,NG w CCUS,H2,1,300 t H2/d - 1 Mt CO2/y,,125376.44276941518,[2163] [2169][2238],Exact plant location
1431,Boegoebaai green hydrogen,ZAF,,,Feasibility study,Other Electrolysis,H2,,400kt H2/y capacity,2308.7578882561183,513057.30850135966,[1178] [2605],Random location in Namakwa
1432,H2Oman (Dhofar),OMN,,,Concept,Other Electrolysis,H2,,1 Mt NH3/y production,2078.713584864452,461936.3521921005,[1555],Dhofar
1436,"GET H2 Nukleus, phase 3",DEU,2027.0,,FID/Construction,ALK,H2,1,300 MW,100,21739.130434782608,"[314][945][1180][1212], Platts European Gas Daily 08-12-2021, Platts European Gas Daily 21-12-2021",Lingen RWE plant
1437,Wasserstoffpark Lingen,DEU,2035.0,,Feasibility study,Other Electrolysis,H2,1,1.5 GW,1500,333333.3333333334,"[314][945][1180], Platts European Gas Daily 08-12-2021",Lingen RWE plant
1439,KeyState Natural Gas Synthesis & CCUS,USA,2026.0,,Feasibility study,NG w CCUS,Ammonia,,0.5 Mt CO2/y,,62688.22138470759,[1183][1432][2236],West Keating Township
1440,"Desert Bloom, phase 1",AUS,,,Concept,Other Electrolysis,H2,,400Mw,400,88888.88888888889,[1184][1667][2518],Tennant Creek
1441,"Desert Bloom, phase 2",AUS,,,Concept,Other Electrolysis,H2,,8GW,7600,1688888.888888889,[1184][2518],Tennant Creek
1442,Hunter Energy Hub,AUS,,,Concept,Other Electrolysis,H2,,150-2000MW,1075,238888.8888888889,[1185][1481],Liddell Power Station
1444,Monolith Materials demo plant,USA,2015.0,2018,Decommisioned,Other,H2,,200t H2/y,,256.52865425067984,[1188],
1446,"Coega, Nelson Mandela Bay green ammonia plant",ZAF,2029.0,,Feasibility study,Other Electrolysis,Ammonia,,1Mt NH3/y capacity - 1.2GW,1200,266666.6666666667,[1191] [1201],Nelson Mandela Bay
1447,Uljin County nuclear plant,KOR,,,Concept,SOEC,H2,,,,0,[1579],Hanul nuclear plant
1448,Tamil Nadu project,IND,,,Feasibility study,Other Electrolysis,H2,,1 Mt NH3/y production,3464.5226414407534,769893.9203201674,[3129],Tamil nadu
1449,NTPC green hydrogen mobiity project - Ladakh,IND,2024.0,,Operational,ALK,H2,,0.8MW,0.8,173.91304347826087,[1195][2794],Leh
1450,H2BE,BEL,2030.0,,Feasibility study,NG w CCUS,H2,,210 kt H2/y capacity - 1.7 Gt CO2,,213139.9527080058,[1580][1651],Ghent
1451,"Ningxia Solar Hydrogen Project, Phase 2",CHN,2021.0,,Operational,ALK,MeOH,,150MW,120,26086.956521739132,[479] [830][1244],Yinchuan
1453,Mote biomass-to-hydrogen plant (CA),USA,2026.0,,Feasibility study,Biomass w CCUS,H2,,7 ktH2/y - 140 kt CO2/y,,8978.502898773793,[1203],Bakersfield
1456,8Rivers - Wyoming ,USA,2027.0,,Feasibility study,NG w CCUS,H2,,100 mmscf H2/d,,0,[1204],Evanston
1457,Project Phoenix,USA,,,Concept,NG w CCUS,Ammonia,,,,0,[1204],Evanston
1458,Sasolburg green hydrogen project (existing electrolysers to be powered with renewable electricity),ZAF,2024.0,,Operational,ALK,H2,,60MW,60,13043.478260869566,[1207] [1780],Sasolburg
1459,Masen - KfW,MAR,2027.0,,Feasibility study,Other Electrolysis,H2,,100MW,100,22222.222222222223,[1208],Random location in the cost of Morocco
1460,Secunda SAF Project - Phase I,ZAF,,,Feasibility study,Other Electrolysis,Synfuels,,15000 t synfuels/y production,113.91897474947952,25315.327722106562,[1207] [1769],Secunda Sasol plant
1461,Secunda SAF Project - Phase II,ZAF,2040.0,,Concept,Other Electrolysis,Synfuels,,2.5 Mt synfuels/y production,18986.49579157992,4219221.287017761,[1207] [1769],Secunda Sasol plant
1462,Ra Green Ammonia project,EGY,2028.0,,Concept,Other Electrolysis,H2,,100-200 MW,150,33333.333333333336,[1209] [2592][332],Port of Said
1463,HIF Cabo Negro ,CHL,2028.0,,Feasibility study,PEM,MeOH,,242MW,240,46153.846153846156,[1210][3306],Random location in Magallanes
1465,Antofagasta Mining Energy Renewable -AMER H2,CHL,,,Feasibility study,Other Electrolysis,MeOH,,80MW,80,17777.777777777777,[1210],Random location in Antofagasta
1466,Green Steel - H2V CAP,CHL,2026.0,,Feasibility study,Other Electrolysis,H2,,12MW,12,2666.666666666667,[1210][1267],CAP plant in Talcahuano - Biobío
1467,"Los Barrios coal plant, Cadiz, phase 1",ESP,2023.0,,Operational,Other Electrolysis,H2,,5MW,5,1111.111111111111,[1211] [2162],Los Barrios
1468,Grand Inga hydroelectric power project,COD,,,Concept,Other Electrolysis,H2,,,,0,[1213],Grand Inga Dam
1469,"Shell China - Zhangjiakou, phase 2",CHN,,,Feasibility study,ALK,H2,,60MW,40,8695.652173913044,[1216],Zhangjiakou
1470,"H2biscus, phase 1",MYS,2028.0,,Feasibility study,Other Electrolysis,H2,,7 kt H2/y capacity,40.40326304448207,8978.502898773793,[1217] [1428] [2477][2852],Bintulu
1471,"H2biscus, phase 2",MYS,2028.0,,Feasibility study,Other Electrolysis,Ammonia,,150 kt NH3/y capacity,148.62799753732494,33028.44389718332,[1217] [1428] [2477][2852][3328],Bintulu
1472,"H2biscus, phase 3",MYS,,,Concept,Other Electrolysis,MeOH,,850 kt NH3/y capacity,727.5496382945976,161677.69739879947,[1217] [1428] [2477][3328],Bintulu
1475,Oskarshamn nuclear plant,SWE,1992.0,,Operational,ALK,H2,,0.7MW or 12 kg H2/h,0.7,152.17391304347825,[1221],Oskarshamn nuclear plant
